"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39"
"1",9.80986365172748,13.916492078182,12.1939510661221,17.4722355105864,8.62913977467292,11.3231629237507,14.7001003187197,19.4531218087091,21.2327013710371,16.9430171420906,19.2769689934373,11.0764026914296,12.4031704692459,17.0417072785449,21.0614268299789,11.7295802191038,13.4416133814061,7.78627708978775,20.0297055959823,13.2895190812326,15.5825044416351,15.9114926930154,11.8237920084985,14.1706905355281,17.0389060943448,11.959116341144,16.8866946053383,14.4316685276106,18.4082780092338,16.0022622485501,19.3803196231947,18.3786102796657,16.7930453858799,19.3564012069151,25.7623678640446,18.446575832618,17.2881065395229,18.0866277696605,14.9474053459469
"2",9.92541065255957,12.9097128764537,11.3138432371756,16.3158684115993,8.34393813647791,10.84610628399,13.5982483258622,17.4248237276715,18.5910942661779,15.1140165137142,17.0786921274765,10.8208054007738,11.2301043156082,16.4951531472386,18.9042554877854,12.2534788164729,12.673799293704,8.73306575826894,18.0411620800177,13.0034325034668,14.189251276888,14.5358766819331,11.7735835342489,12.6887893091847,15.1140786405628,11.9855125515231,15.6599923017697,13.2903556252842,17.5978975059613,14.2694919770234,17.5454206567629,16.9057414380307,15.1826281916324,16.6045617635069,23.2701740370498,17.2567536221332,15.3060017341721,15.9268911093304,13.7424410382781
"3",10.0128386820707,12.0176247993134,10.517057717195,15.2271031111153,8.09320010817902,10.3871640565796,12.6089873850667,15.6275245956873,16.2172774379587,13.535321873046,15.0829612812254,10.5297816004917,10.2375248987476,15.8659028853284,16.9687505351633,12.6326647707653,11.9646266140453,9.47494667784722,16.2397904475865,12.6686964892105,12.9336056258821,13.2569340415209,11.7069585868511,11.3901401455615,13.3940138445667,11.9406411144936,14.5262954866104,12.2380031830452,16.7484376068158,12.7465489482073,15.8652306684476,15.546372278085,13.7347861180692,14.1811060211457,20.9327939888573,16.1468446478753,13.585856536135,14.0420792019627,12.6630275150706
"4",10.0718994730976,11.2395369366674,9.80342593072597,14.2057274289413,7.87691138217821,9.94680749940387,11.7320933657233,14.0606522465953,14.1105512144244,12.2061929366105,13.2905737363091,10.2038881076357,9.42443062411505,15.1549466234157,15.2546807686113,12.8672982570441,11.3137988336527,10.0125742147901,14.6255448729231,12.2858090419219,11.8153116658807,12.0754981614944,11.6238711145602,10.274317406863,11.8783647134701,11.8246367832308,13.4853516609329,11.2745779032945,15.8611913879196,11.4333613315199,14.3399686011947,14.3003021760112,12.4489674637763,12.0852059877512,18.7514311790174,15.1166140689425,12.1257860904232,12.4310862183305,11.7086261224186
"5",10.1017230173984,10.5729388405294,9.17227985929142,13.2509010473801,7.69501441379528,9.52688584748964,10.9666225198517,12.7218460781597,12.2682742181095,11.123635305254,11.7042019530992,9.84526460321621,8.78685568548586,14.3660441367907,13.7609465925693,12.9581108106951,10.7200829098783,10.3486268607057,13.1981237158576,11.8568317385693,10.8333303613936,10.9944859781805,11.5240460586509,9.33951763625528,10.5657412938726,11.63815712978,12.5361619900552,10.4000019321787,14.9407801668861,10.3296339173841,12.9703800153528,13.1668538856565,11.3231596950249,10.3136742322723,16.7302886462004,14.1652282069279,10.9190519786602,11.0898151695644,10.8772700852297
"6",10.1008032894715,10.0127119112218,8.62202424625477,12.3606588559712,7.54731105026737,9.13136898018176,10.3104001692717,11.6058052916961,10.6847916044624,10.2809899816933,10.3284868325415,9.45836475364586,8.31617535996938,13.5069486568981,12.4846523605429,12.9068961274323,10.1806888162858,10.4890009672603,11.9565139206599,11.386295519049,9.98521307968638,10.0192463324864,11.4071411284619,8.58155927128444,9.45301652310462,11.3827792192325,11.6764740331287,9.61419474275208,13.9962733745198,9.43479716533508,11.757650089716,12.1445466146984,10.3531716870542,8.85964849256272,14.8772538728574,13.2909456451228,9.95253136293737,10.0098136556471,10.1648909007025
"7",10.0668895129842,9.55045896544773,8.14972495084249,11.5316847085962,7.43332365428406,8.76694864912295,9.75920148193624,10.702276138887,9.35003044182419,9.66549256099482,9.16906178299885,9.05111183903353,7.9967748403815,12.5912663394274,11.419526826647,12.7177732757832,9.69067884463667,10.4450647093527,10.8980153449678,10.8827122792771,9.26635381788208,9.15729248796593,11.271952753813,7.99216333189985,8.53391403287766,11.0621469952822,10.902322852004,8.91710826710552,13.0420935001685,8.7466764106745,10.7030532351075,11.2310425002384,9.53191188431696,7.71050247816075,13.2038572014769,12.4910701693047,9.20501122982876,9.17650726414134,9.56469150402133
"8",9.99666075035492,9.17411259094423,7.75086630574244,10.7597305237366,7.35210402418202,8.44305347385325,9.30569627270186,9.99314785377717,8.24783454847207,9.25477682074695,8.23023905660772,8.63640222355338,7.80344799846676,11.6410028247134,10.5537469934235,12.3995008941906,9.24278426308551,10.2371781268801,10.0166701765298,10.3605526544532,8.6693030928667,8.41721829664394,11.1142190324914,7.5565715138537,7.796749204654,10.6840636078146,10.2078648702735,8.30859271657123,12.0986553247798,8.25802487417574,9.80724014491482,10.423542274225,8.84872663213487,6.84483665648128,11.7242555837725,11.7623415850686,8.64509106757337,8.56696973099309,9.06666940000967
"9",9.88704369355816,8.87050685923719,7.41988489765886,10.0411043794514,7.30190027810824,8.16809806545054,8.94086105800448,9.45523546698994,7.35838545980773,9.02043698273333,7.51115730039388,8.22860220020933,7.70754069004686,10.6820296773658,9.8707957354631,11.9655892086526,8.83023963442765,9.8920196751577,9.30300218951503,9.83642645491846,8.18495068550587,7.80435481189155,10.9282394514444,7.25594860958266,7.22572639430383,10.2596139262663,9.58695676787419,7.78744396330086,11.1879033390678,7.95467751900332,9.06818277834105,9.71891505101374,8.29083242706208,6.23486946235228,10.449796889904,11.1016781175505,8.23764697657833,8.15339111192531,8.65932264334743
"10",9.73633868996916,8.62751357684893,7.15064388769692,9.37376727811552,7.27992955874685,7.94648336075833,8.6553292550903,9.06311543417224,6.6604856930138,8.93161122531562,7.00318626168797,7.84042872725658,7.68240796820514,9.73992153364108,9.35060144688232,11.4339019030114,8.44908503541725,9.43970678611131,8.7441368931491,9.32561142561459,7.80361204579291,7.31752283079196,10.7086431461099,7.06980328333746,6.80245196104613,9.80202016444514,9.03444987084187,7.35067010451094,10.3296093329971,7.81481169930501,8.47967815589725,9.11371442663151,7.84459738923095,5.8489809125143,9.38488583852971,10.506684714401,7.94944572841161,7.906318589575,8.33111165168272
"11",9.54429147261726,8.43417833449057,6.93646323687162,8.75740291397259,7.28236358650864,7.77840565324876,8.43947727370251,8.78930653010232,6.13170431708165,8.95521026557617,6.68976185567049,7.48275065335113,7.70376183682829,8.83969075561619,8.96961086904911,10.8266304783507,8.09831264549007,8.9136121058407,8.32380937911122,8.84183200346024,7.51509754197045,6.94882628611237,10.4505017593059,6.97614248752686,6.50603087910155,9.32656875855402,8.54627257578985,6.9934447865503,9.54113660687602,7.80890053526691,8.03125319467357,8.60417945079665,7.49562292743202,5.6518749218755,8.52672093607379,9.9756853545802,7.749502444528,7.79486307644764,8.07055232855968
"12",9.31209316018614,8.28072050706224,6.77011970610805,8.19341767313588,7.30432865953119,7.6598565930228,8.28342451608165,8.60426984869002,5.74837695281162,9.05591735931835,6.54638616537183,7.16458871755018,7.74967125060645,8.00578743118899,8.70078909058283,10.1702942529958,7.77986674676371,8.35036349461983,8.02236432153436,8.39725931735121,7.30871246053056,6.68365224630416,10.1493294412306,6.9514714627179,6.31306673769253,8.85061036719156,8.11943034990917,6.70910720490034,8.8374399713573,7.89971291311371,7.70816470833941,8.18623462691916,7.22874373911428,5.60457930351199,7.86529447672657,9.50772304835796,7.6090805962694,7.78669921491727,7.8662160634188
"13",9.04238034184077,8.15853318083125,6.64384701787535,7.68494009255893,7.3399058527646,7.58262399758072,8.17703355181931,8.47641016510006,5.48560643432009,9.19618976694826,6.54062919956402,6.89311546308834,7.80056241323965,7.26209842814271,8.51362090787051,9.49573880281156,7.49864300485245,7.78984213088084,7.81675697519227,8.00251081996723,7.17325708651814,6.50067243832992,9.80108354447582,6.97079471472221,6.19766280339195,8.39355877815956,7.75200544032282,6.48916251823492,8.23106543234794,8.04231630901824,7.49140027553949,7.85548969872116,7.02802820894143,5.66444747581062,7.38339364720139,9.10255946481094,7.50169264706148,7.84806651237609,7.70672990727645
"14",8.7392990955751,8.06012819554102,6.54945784009402,7.2364125501007,7.38228126623375,7.53490373336885,8.11004207862426,8.37310391863165,5.31776204296935,9.33736504191921,6.63345555847881,6.67359016517976,7.83944383129465,6.63123350501302,8.37513759502879,8.83695886729914,7.26194570618281,7.27375160428197,7.68130649874126,7.66637241555145,7.09708730780675,6.37299251226398,9.40268914457506,7.00835341334009,6.13222376562695,7.97606588574504,7.44293752636835,6.32359433599808,7.73191239560843,8.18620796945859,7.35833361101448,7.60707861454789,6.87707919583156,5.78644682864974,7.05743427747595,8.760393807264,7.40358471288991,7.94462602888065,7.58090915673497
"15",8.40887454679039,7.97881888911087,6.47904796237664,6.85123421463733,7.42461336286203,7.50483192307837,8.07282469195527,8.26663344729101,5.22136143400656,9.44604729967238,6.78688287416554,6.50898318888025,7.85320548212384,6.13040424481446,8.25584413667054,8.22430334213699,7.07635455300364,6.83735772231778,7.59204466218846,7.39419438753739,7.06846446527312,6.2747863985969,8.95506693865163,7.04188217251504,6.09208397123588,7.61525908383735,7.19075749149736,6.20266861477608,7.34586094574906,8.28761757151411,7.28650782506945,7.43472991699029,6.76077038565943,5.9305960720982,6.86227383191525,8.48023996615069,7.2965343607958,8.04640577609788,7.47852272141416
"16",8.05923194748957,7.90853030757208,6.42541755188554,6.53035099980493,7.46055183167315,7.48259800048802,8.05684859468788,8.13773699548965,5.17679467723484,9.49792764361148,6.9685632812594,6.39975127055532,7.8333960086419,5.76895873001564,8.13326504694721,7.6804103355907,6.94585030171449,6.50454705582102,7.5293173525792,7.1869318022936,7.07576464193073,6.18526514688086,8.46494461020031,7.05515556280032,6.05827615025843,7.3218921552485,6.99282993392323,6.11801279427196,7.07395065015652,8.31686698227878,7.25589866411011,7.33021062668235,6.66628502091633,6.06641444461793,6.77409066106537,8.25895569122279,7.16952432198491,8.13075917877357,7.39075098591153
"17",7.70060614014136,7.84379108061551,6.38208918627464,6.27219520333858,7.48425979906645,7.46053516521763,8.05469310494014,7.975760681265,5.16839805901351,9.47794770827415,7.15197953863482,6.34382789822476,7.77625598914948,5.54827600795328,7.99209615746337,7.22003315813522,6.87173452598765,6.28761540727842,7.47789593814664,7.04110343113502,7.10748762209005,6.0888468220876,7.9449343692209,7.0380971213822,6.01764993837246,7.10022330819395,6.84532074033856,6.06266199249944,6.9123454055812,8.25868531231428,7.24901139448171,7.28330243631502,6.58316036620783,6.17311217287754,6.77050725544043,8.09120103276685,7.01881413942692,8.18249171929358,7.31020540976237
"18",7.34534155768025,7.77973342159154,6.34330785368934,6.07268550707233,7.49041382881705,7.43312038272821,8.06004965607258,7.77865849628048,5.18445408225812,9.38029965933197,7.31644502940549,6.33662331156262,7.68271793733309,5.46176609083211,7.82420461727675,6.85004032245493,6.85262961676821,6.18726781083086,7.42697726831185,6.94879175032298,7.15225689135856,5.97515650460841,7.41353295221836,6.98677935208006,5.96287187689407,6.94801517629266,6.74319708591539,6.03105900578311,6.85233343813735,8.11220891564999,7.25088080246914,7.28180171063613,6.5032877082538,6.2395904717524,6.83059024552273,7.96943834160415,6.84794016785547,8.19386093768374,7.23092852743981
"19",7.00788874458163,7.71209343631111,6.30404177916958,5.92522977747407,7.47420477193005,7.39697329023218,8.06772073644479,7.55298536677143,5.21718934346617,9.20842014285134,7.44710225822843,6.37102670882977,7.55840247876499,5.49487595645319,7.62862479927072,6.56942080167096,6.88447971199061,6.19262758997697,7.37018145325343,6.89764785834441,7.19882089856643,5.8390257353267,6.8951123910414,6.90341917271151,5.89242181747591,6.85654052015808,6.68022848697524,6.01905284271332,6.88033055488999,7.89097004369726,7.24907171326586,7.31152304811139,6.42091211002678,6.26443477788304,6.93485070567138,7.88393464109258,6.66770789639673,8.16457148347441,7.14839384420164
