"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54"
"1",14.8376396311471,21.3333262361973,15.3179817593902,14.0641951646719,16.5808765681188,17.343956372524,18.8883217363339,22.0395524261496,13.9247205927115,14.2498244377189,26.3038252495649,10.4052644064207,18.813563219592,17.0140110407785,25.959200880297,17.2687203514072,29.9882899778795,27.0369090901659,12.9598864655734,20.5322134150401,15.9725697078168,14.4448673351385,19.0872597978091,18.4181231596858,18.0913674429798,13.6759444125441,16.032926716236,24.7625457427198,10.5294538001658,20.5720980881815,11.2056774301673,18.7215175057104,25.4624669322068,20.9084715711588,12.8817385644277,15.031367919574,17.1209876812011,13.9399880976923,18.413752615772,8.37056106668933,16.8115864276481,15.0233709272352,16.8069039603533,13.6851389089661,15.2796626340014,12.5054005888762,13.8242511942633,11.4632946820002,12.6532399839759,11.3414034761834,16.0827459661614,26.154063779549,14.7540035919471,14.852292355592
"2",13.4512111820666,18.8500843451691,13.5311246536327,13.4485961092839,15.0020580134072,15.352208727119,17.2540400008352,19.9153971672713,12.9054579339183,13.8538436613293,22.6802992965406,10.9454392169037,16.7935319399446,15.2817486867275,22.0701220297385,15.5164270827795,25.6226635816119,23.3254244975122,12.5996387157726,17.6421536142094,14.5787411976941,13.4333908601795,16.9851361321038,16.0667426799848,16.3000002687426,13.1251755320879,15.0529337742474,22.0616833674851,10.4991500726225,18.234707679714,10.5892081512934,17.5358562235059,22.5284588964206,18.5190641092857,12.0811885130597,14.0158542772889,15.6540459062652,13.3058231479042,16.949655672289,8.37230653592019,15.6781578247564,13.93623318374,15.8818853849749,12.3438914125526,13.8167572090219,12.0198972940834,13.5072389305484,11.5248884055486,12.3691017193581,11.3176525741603,14.870873710645,23.6327513999835,13.9839732594282,14.2597031758725
"3",12.2297540545847,16.5646759551129,12.0136507332586,12.8355159685445,13.564826089183,13.5712374865982,15.7652200273525,17.9654712819032,11.9808368499096,13.4572797742823,19.4636782746854,11.3601355401773,14.9947735397428,13.7158312356145,18.579824429912,13.9260518028999,21.7234933607603,20.0000151620406,12.2245363584266,15.1525994372837,13.3229006572264,12.4625405140858,15.0936668911979,13.9490540013924,14.6829390382256,12.5536441851097,14.1304871098296,19.6052780958203,10.3884545547459,16.1156733997673,10.0470493800048,16.4118769413992,19.8347115516011,16.3784795985895,11.3782841995,13.0898642047531,14.3170269450925,12.7177759155471,15.6092921112183,8.39519671963769,14.5933992297405,12.9187712817733,15.0190536801298,11.175508207312,12.5071360568506,11.5695650757807,13.0946605346181,11.4743278499053,12.0764693256043,11.2676352070872,13.733194155378,21.2620093825203,13.2123914956627,13.6606767069425
"4",11.1726344638086,14.4781335148886,10.7650815321144,12.2255369209093,12.2691151361993,12.0009996251367,14.421501856241,16.1900744940652,11.1506135697564,13.060344907079,16.6530964479072,11.6494417772905,13.4159204756854,12.3165547724284,15.4880600215815,12.4978982216569,18.2903560034246,17.0603587745947,11.8340506137645,13.0614060239298,12.205267850218,11.5327050186694,13.4122915601601,12.0649429167854,13.2395141335667,11.9615114472075,13.2651720751848,17.392977630352,10.198421982254,14.2155147097237,9.57872194935268,15.3500830617314,17.3815283344236,14.4864600053531,10.7721077807815,12.2528341030494,13.1099473955977,12.1758200488839,14.3926352196285,8.43824396524082,13.5578660171826,11.9708603228717,14.2182739256974,10.1792359327705,11.3508607025899,11.154297438982,12.5878820847626,11.3120501938699,11.7751540505391,11.1911656584913,12.6700779015075,19.0427308270631,12.4402612622431,13.0560912780603
"5",10.277480106279,12.594194588033,9.78324341019139,11.6209375007047,11.1147614673183,10.6409972651161,13.2215717144673,14.5902820045101,10.4139830004047,12.6638067102569,14.2452226161669,11.8138419790441,12.0521642390543,11.0848410491452,12.79341030884,11.2326142990645,15.3212753592904,14.5050388010424,11.4267650338096,11.3608746281836,11.2264136086136,10.6453907273251,11.9389950126608,10.4139978339194,11.9672447757733,11.3496009432139,12.4558528211464,15.4235674424431,9.93294288518803,12.5358252140012,9.18244264916742,14.352419310036,15.1702298710231,12.841826504321,10.2593949046795,11.5027353227134,12.0327748256816,11.6799119618161,13.2995415922207,8.49796835137374,12.5737288313987,11.0919681178252,13.4788941850509,9.35237001240947,10.3480036437046,10.7735968716685,11.9922214722108,11.0399049987557,11.4644737239156,11.0876488752777,11.6830508588494,16.9783367259838,11.6716380843351,12.4490585081012
"6",9.53930780120886,10.9199746659283,9.06291043172776,11.0264685545357,10.1014072353919,9.48926189159482,12.1627564307787,13.167845289044,9.76939564490156,12.2691943173526,12.2328010957093,11.8546927553763,10.8942048592751,10.0220699266664,10.4918789561149,10.1302741939176,12.8110258110343,12.3303525375138,11.0007316527832,10.0356658591338,10.3868508213583,9.80340303660898,10.6695203050796,8.99493105292263,10.8609468063793,10.7200007914104,11.700777331087,13.6945133373964,9.59997332699428,11.0790423392884,8.85462783434212,13.4228610618611,13.203456914046,11.441610133352,9.83373517558047,10.8357003982507,11.0850119854944,11.2301248001509,12.3295415206671,8.56775760621386,11.6454378810711,10.2808282924202,12.7992858944764,8.68944509860025,9.49813941028215,10.4264680814742,11.3189569657505,10.6620572452704,11.1432005722637,10.9561067673779,10.7753859498338,15.0756369789319,10.915308106533,11.8455883158065
"7",8.94939067871358,9.4660271827904,8.59283477531257,10.4503700623313,9.22847024445326,8.54081968788243,11.2403961330293,11.9251376657647,9.21464342098105,11.8789649963828,10.6022933825358,11.7753399026478,9.92730972744321,9.12939035393113,8.57439706734049,9.18875279473619,10.7483046593484,10.5284820370159,10.5554351656096,9.06072532256221,9.68607436977408,9.0118838030248,9.59674695615754,7.80537251077255,9.91187794874843,10.0772711701861,10.9989932344108,12.2015575024322,9.21263474712688,9.84716183703895,8.58924385710662,12.5681452120194,11.4857228830499,10.2793410323422,9.48498091250806,10.2455816536605,10.26521323697,10.8265279633714,11.4811859479523,8.63756980399493,10.7805579763242,9.53524101059456,12.1760925329177,8.18164165659356,8.7995808793508,10.1108292833408,10.5880123177236,10.1868511926969,10.8096140857653,10.7953780137884,9.95297951697235,13.34608524276,10.1871049270701,11.2550201043294
"8",8.49390078344827,8.24535136076561,8.35093022766237,9.90542654542196,8.49505432822681,7.78599653030177,10.4469035148996,10.8651870522126,8.74715935715535,11.496632446871,9.33044633102291,11.5830180464128,9.13038013036901,8.40637316792851,7.02355801204068,8.40192632075896,9.11190626353101,9.08509917256826,10.0953860239066,8.39900201780469,9.12113432975705,8.28061064235995,8.71038529876658,6.8423368833718,9.1071376959402,9.43020430637355,10.353128611365,10.9382254120115,8.78987573918382,8.83922162143788,8.37701001244501,11.7984029860665,10.0239269061277,9.34243198706726,9.19899948666471,9.72330984446238,9.57059710589536,10.4685863481826,10.7508366103981,8.69403991975679,9.99057478740717,8.85224425970995,11.6033517801829,7.81638744906906,8.24850023974239,9.82227814252474,9.83085366716505,9.62984635937964,10.4617321482756,10.6044921214023,9.22519013929819,11.8071839802561,9.51220127024117,10.6901323111979
"9",8.15617506165816,7.26670277807997,8.30682741303544,9.4048866214875,7.8983895055007,7.21147217395368,9.77274972298357,9.98870995990656,8.36338146511927,11.1261976653155,8.386455901615,11.2888400311136,8.48019234935798,7.84894500122313,5.8168212641903,7.76081298018095,7.87214514872638,7.97955121470586,9.62885919732216,8.00651536910269,8.68611941368832,7.6213480125004,7.99804538343967,6.10107014891199,8.43243789497093,8.79004529993646,9.76768241027535,9.89473792549383,8.35172026645834,8.04914539050342,8.20765513254688,11.123022942649,8.82209372649625,8.61321296074034,8.96132520427739,9.25888887578818,8.99657032662637,10.154965906301,10.1325907813487,8.72440314641595,9.28674192126149,8.22927376731817,11.0742537271611,7.57842505537399,7.83827980194578,9.55537160829064,9.08181386902106,9.01203026753318,10.0988935412357,10.3834654334935,8.60042131230938,10.4752032816346,8.91606434640303,10.1635959468854
"10",7.91881125724132,6.5294508101007,8.4249316593858,8.9589772644729,7.43260093888562,6.80147233824619,9.20745102199889,9.2917260200974,8.05817839732854,10.7716673251674,7.73441691315948,10.9073892452799,7.95498667125809,7.44801704136654,4.92975681614409,7.25485577812984,6.99279088904081,7.18550576486546,9.16612581849414,7.83688386545387,8.37204068650861,7.04523559192913,7.44615057745764,5.57401886376832,7.87444116378538,8.16869914277918,9.24706621734938,9.05724102966235,7.91533178002994,7.46454615016221,8.07189078481662,10.5472080805251,7.87705398747831,8.07030720007187,8.76013101309734,8.8431283506606,8.53642346720102,9.8835079347782,9.61847614847687,8.71961117972533,8.6765888489235,7.66505168729344,10.5827306426745,7.45074528581877,7.55917221103998,9.30491334470251,8.37054639418335,8.35774927066972,9.7229764169355,10.1338602288456,8.08241100451567,9.35905670878381,8.41674100756442,9.68511508508676
